"link_origem","posicao","senioridade","titulo_vaga","nome_empresa","requisitos"
https://www.vagas.com.br/vagas/v2694494/analista-de-pricing,Analista de Dados,Pleno,Analista de Pricing,J&T Express,Excel
https://www.vagas.com.br/vagas/v2681893/analista-financeiro-pl,Analista de Dados,Pleno,Analista Financeiro Pl,Grupo Guanabara,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2687992/analista-de-mercado-iii,Analista de Dados,Pleno,Analista de Mercado III,Vallourec Soluções Tubulares,"Excel, ETL"
https://www.vagas.com.br/vagas/v2694728/analista-administrativo-pleno,Analista de Dados,Pleno,Analista  Administrativo Pleno,Confidencial,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2692265/analista-de-marketing-senior,Analista de Dados,Sênior,Analista de Marketing Sênior,Teclift BR,"Power BI, Tableau"
https://www.vagas.com.br/vagas/v2696352/analista-financeiro,Analista de Dados,Pleno,Analista Financeiro,Confidencial,Excel
https://www.vagas.com.br/vagas/v2693846/analista-de-logistica-jr,Analista de Dados,Júnior,Analista de Logística Jr,LEGRAND BRASIL LTDA,"Power BI, Excel, ETL"
https://www.vagas.com.br/vagas/v2680893/analista-de-logistica,Analista de Dados,Pleno,Analista de Logística,Litografia Valença,Excel
https://www.vagas.com.br/vagas/v2696971/analista-administrativo,Analista de Dados,Júnior,Analista Administrativo,J&T Express,Excel
https://www.vagas.com.br/vagas/v2691266/analista-comercial-sr,Analista de Dados,Pleno,Analista Comercial Sr,Confidencial,Excel
https://www.vagas.com.br/vagas/v2692391/analista-de-sistemas-jr,Analista de Dados,Júnior,Analista de Sistemas Jr.,Tangará,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2691647/analista-de-negocios,Analista de Dados,Júnior,Analista de Negócios,Edenred Brasil,Excel
https://www.vagas.com.br/vagas/v2696442/analista-de-transportes-pleno,Analista de Dados,Pleno,Analista de Transportes Pleno,Confidencial,Excel
https://www.vagas.com.br/vagas/v2691344/analista-de-ti,Analista de Dados,Pleno,Analista de TI,Confidencial,Linux
https://www.vagas.com.br/vagas/v2694650/analista-de-pcp,Analista de Dados,Pleno,Analista de PCP,Bom Peixe,Excel
https://www.vagas.com.br/vagas/v2696169/analista-de-transportes-pleno,Analista de Dados,Pleno,Analista de Transportes Pleno,J&T Express,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2694265/analista-de-negocios,Analista de Dados,Júnior,Analista de Negócios,Hospital Infantil Sabará,Oracle
https://www.vagas.com.br/vagas/v2688095/analista-de-sistemas,Analista de Dados,Pleno,Analista de Sistemas,Bom Peixe,SQL
https://www.vagas.com.br/vagas/v2691835/analista-de-projetos-pleno-025688,Analista de Dados,Pleno,Analista de Projetos Pleno - 025688,Lyon Engenharia,Power BI
https://www.vagas.com.br/vagas/v2693976/analista-de-custos-senior,Analista de Dados,Sênior,Analista de Custos Sênior,Confidencial,Excel
https://www.vagas.com.br/vagas/v2688543/analista-de-compras,Analista de Dados,Pleno,Analista de Compras,Confidencial,Excel
https://www.vagas.com.br/vagas/v2695429/analista-de-compras,Analista de Dados,Pleno,Analista de Compras,Confidencial,Excel
https://www.vagas.com.br/vagas/v2696602/analista-de-sistemas,Analista de Dados,Pleno,Analista de Sistemas,Confidencial,SQL
https://www.vagas.com.br/vagas/v2692313/analista-de-sistemas-senior,Analista de Dados,Sênior,Analista de Sistemas Sênior,Icatu Seguros,"SQL, SQL Server, Oracle"
https://www.vagas.com.br/vagas/v2697126/analista-de-demanda-pleno,Analista de Dados,Pleno,Analista de Demanda Pleno,FTD Educação,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2693441/analista-de-s-op-pleno,Analista de Dados,Pleno,Analista de S&op Pleno,União Química Farmacêutica Nacional S/A,"Excel, Machine Learning"
https://www.vagas.com.br/vagas/v2693603/analista-contabil-junior,Analista de Dados,Júnior,Analista Contábil Júnior,Confidencial,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2695774/analista-de-pcp,Analista de Dados,Pleno,Analista de PCP,Grupo Resinas Brasil,Excel
https://www.vagas.com.br/vagas/v2691267/analista-administrativo-jr,Analista de Dados,Júnior,Analista Administrativo Jr,Galvani Fertilizantes,Excel
https://www.vagas.com.br/vagas/v2694046/analista-semi-senior,Analista de Dados,Pleno,Analista Semi Sênior,Randstad Brasil,"Tableau, SQL, Looker"
https://www.vagas.com.br/vagas/v2694276/analista-de-suporte-jr,Analista de Dados,Júnior,Analista de Suporte Jr,União Química Farmacêutica Nacional S/A,"Power BI, Excel, Python, SQL, Linux"
https://www.vagas.com.br/vagas/v2693230/analista-de-gestao,Analista de Dados,Júnior,Analista de Gestão,Cavalcante Ramos Advogados,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2693450/analista-de-s-op-senior,Analista de Dados,Sênior,Analista de S&op Sênior,União Química Farmacêutica Nacional S/A,"Power BI, Excel, Machine Learning"
https://www.vagas.com.br/vagas/v2690967/analista-devops-pleno,Analista de Dados,Pleno,Analista Devops Pleno,Synchro,"Python, SQL, MLOps, Oracle"
https://www.vagas.com.br/vagas/v2693568/analista-de-inovacao,Analista de Dados,Pleno,Analista de Inovação,Fundação São Francisco Xavier,ETL
https://www.vagas.com.br/vagas/v2693993/analista-de-cobranca,Analista de Dados,Júnior,Analista de Cobrança,Confidencial,Excel
https://www.vagas.com.br/vagas/v2693997/analista-de-cobranca,Analista de Dados,Júnior,Analista de Cobrança,Confidencial,Excel
https://www.vagas.com.br/vagas/v2693746/analista-administrativo-junior-25579,Analista de Dados,Júnior,Analista Administrativo Junior (25579),Lyon Engenharia,"Power BI, Excel, Power Apps, Power Automate"
https://www.vagas.com.br/vagas/v2695370/analista-programador-sr,Analista de Dados,Sênior,Analista Programador Sr.,Ciesp,"SQL, Git, SQL Server"
https://www.vagas.com.br/vagas/v2696085/analista-de-projetos,Analista de Dados,Sênior,Analista de Projetos,Confidencial,Excel
https://www.vagas.com.br/vagas/v2692270/analista-de-custos,Analista de Dados,Pleno,Analista de Custos,TekniPlex Materials Science Solutions,Excel
https://www.vagas.com.br/vagas/v2685656/analista-de-contabilidade-senior,Analista de Dados,Sênior,Analista de Contabilidade Sênior,União Química Farmacêutica Nacional S/A,Power BI
https://www.vagas.com.br/vagas/v2672426/analista-de-controladoria-pleno,Analista de Dados,Pleno,Analista de Controladoria Pleno,União Química Farmacêutica Nacional S/A,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2691113/analista-administrativo-pleno,Analista de Dados,Pleno,Analista Administrativo Pleno,Elera Renováveis,"Power BI, Excel, Oracle"
https://www.vagas.com.br/vagas/v2675899/analista-abap-senior,Analista de Dados,Sênior,Analista ABAP Sênior,Fundação São Francisco Xavier,"SQL, SQL Server, Oracle"
https://www.vagas.com.br/vagas/v2691691/analista-administrativo,Analista de Dados,Sênior,Analista Administrativo,Amaggi,"Excel, Oracle"
https://www.vagas.com.br/vagas/v2693355/analista-de-mercado,Analista de Dados,Júnior,Analista de Mercado,APSA,"Power BI, Excel, ETL"
https://www.vagas.com.br/vagas/v2694236/analista-senior-controladoria,Analista de Dados,Sênior,Analista Sênior Controladoria,Colortel S.A Sistemas Eletrônicos,Excel
https://www.vagas.com.br/vagas/v2693629/analista-de-treinamentos,Analista de Dados,Sênior,Analista de Treinamentos,Confidencial,Excel
https://www.vagas.com.br/vagas/v2693437/analista-de-rpa-pleno,Analista de Dados,Pleno,Analista de RPA Pleno,Confidencial,"Power BI, Python, SQL"
https://www.vagas.com.br/vagas/v2687907/analista-administrativo-pleno-ou-senior,Analista de Dados,Sênior,Analista Administrativo Pleno Ou Sênior,Confidencial,"Excel, Linguagem R"
https://www.vagas.com.br/vagas/v2692725/analista-contabil,Analista de Dados,Pleno,Analista Contábil,Confidencial,Excel
https://www.vagas.com.br/vagas/v2692426/analista-administrativo,Analista de Dados,Pleno,Analista Administrativo,IMPA,"Excel, Linguagem R"
https://www.vagas.com.br/vagas/v2691231/analista-eletronico-jr,Analista de Dados,Júnior,Analista Eletrônico Jr,Metroval Controle de Fluidos Ltda.,"Azure, Linux"
https://www.vagas.com.br/vagas/v2694459/analista-administrativo,Analista de Dados,Sênior,Analista Administrativo,Unimed BH,Excel
https://www.vagas.com.br/vagas/v2696449/analista-de-tesouraria-senior,Analista de Dados,Sênior,Analista de Tesouraria Sênior,Pan American Silver Brasil,"Bash, Oracle"
https://www.vagas.com.br/vagas/v2693082/analista-de-planejamento-senior-produto,Analista de Dados,Sênior,Analista de Planejamento Sênior (Produto),OSKLEN,"Power BI, Excel, SQL"
https://www.vagas.com.br/vagas/v2696426/analista-de-mercado-financeiro-i,Analista de Dados,Júnior,Analista de Mercado Financeiro I,EDITORA GLOBO,"Excel, Python"
https://www.vagas.com.br/vagas/v2692951/analista-administrativo-financeiro,Analista de Dados,Pleno,Analista Administrativo Financeiro,Neooh,Excel
https://www.vagas.com.br/vagas/v2686266/analista-de-inteligencia-de-trade,Analista de Dados,Júnior,Analista de Inteligência de Trade,Confidencial,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2685788/analista-de-informacoes-gerenciais-jr,Analista de Dados,Júnior,Analista de Informações Gerenciais Jr,Grupo Guanabara,"Power BI, Python, Machine Learning"
https://www.vagas.com.br/vagas/v2686264/analista-trade-marketing-pleno,Analista de Dados,Pleno,Analista Trade Marketing Pleno,Farmoquimica,Excel
https://www.vagas.com.br/vagas/v2692681/analista-comercial-junior-televendas,Analista de Dados,Júnior,Analista Comercial Júnior - Televendas,Master Internet,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2691431/analista-de-planejamento-de-vendas-jr,Analista de Dados,Júnior,Analista de Planejamento de Vendas Jr,Grupo Technos,"Power BI, Excel, Python"
https://www.vagas.com.br/vagas/v2686055/analista-pmo-sr-produtos,Analista de Dados,Sênior,Analista PMO Sr - Produtos,Marjan Farma,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2691925/10675-analista-de-governanca-de-ti,Analista de Dados,Sênior,"10675 - Analista de Governança de TI",Talent Group,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2691232/analista-de-sistemas-sr-desenvolvedor,Analista de Dados,Sênior,Analista de Sistemas Sr - Desenvolvedor,Fundação São Francisco Xavier,"AWS, SQL Server, Oracle"
https://www.vagas.com.br/vagas/v2695966/analista-operacoes-i-seguradoras,Analista de Dados,Júnior,Analista Operações I Seguradoras,JOBCENTER DO BRASIL LTDA,Excel
https://www.vagas.com.br/vagas/v2693015/analista-solucoes-energia-i,Analista de Dados,Júnior,Analista Soluções Energia I,Grupo Águas do Brasil,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2691216/analista-de-gestao-de-contratos-junior-025677,Analista de Dados,Júnior,Analista de Gestão de Contratos Júnior (025677),Lyon Engenharia,Excel
https://www.vagas.com.br/vagas/v2696776/analista-de-auditoria-medica,Analista de Dados,Júnior,Analista de Auditoria Médica,Confidencial,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2684156/analista-administrativo-energia,Analista de Dados,Pleno,Analista Administrativo Energia,Bom Futuro,"Excel, SQL"
https://www.vagas.com.br/vagas/v2692033/analista-de-autorizacao-pos,Analista de Dados,Pleno,Analista de Autorização Pós,Confidencial,Excel
https://www.vagas.com.br/vagas/v2688056/analista-de-inteligencia-de-mercado-sr,Analista de Dados,Sênior,Analista de Inteligência de Mercado Sr.,LUKSNOVA,Power BI
https://www.vagas.com.br/vagas/v2671667/analista-de-marketing-digital-sr,Analista de Dados,Sênior,Analista de Marketing Digital Sr.,OSKLEN,AWS
https://www.vagas.com.br/vagas/v2687229/analista-de-planejamento-de-demanda-pleno,Analista de Dados,Pleno,Analista de Planejamento de Demanda Pleno,Confidencial,"Power BI, Machine Learning"
https://www.vagas.com.br/vagas/v2691283/analista-de-assuntos-regulatorios,Analista de Dados,Pleno,Analista de Assuntos Regulatórios,MAGNA Executive Search,Power BI
https://www.vagas.com.br/vagas/v2691230/analista-de-propostas-e-orcamentos-025672,Analista de Dados,Pleno,Analista de Propostas e Orçamentos (025672),Lyon Engenharia,Excel
https://www.vagas.com.br/vagas/v2696036/analista-dbm-pleno-hibrido,Analista de Dados,Pleno,Analista Dbm Pleno - Híbrido,Atento Brasil,"SAS, SQL, Power Point"
https://www.vagas.com.br/vagas/v2695464/analista-de-atendimento-jr-temporario,Analista de Dados,Júnior,Analista de Atendimento Jr - Temporário,Personale Consultoria de RH,Linguagem R
https://www.vagas.com.br/vagas/v2693918/analista-de-novos-negocios-jr,Analista de Dados,Pleno,Analista de Novos Negócios Jr.,Zydus,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2695459/analista-administrativo-pl-juridico,Analista de Dados,Pleno,Analista Administrativo Pl - Jurídico,SuperVia,"Power BI, Oracle"
https://www.vagas.com.br/vagas/v2695452/analista-administrativo-pl-juridico,Analista de Dados,Pleno,Analista Administrativo Pl - Jurídico,SuperVia,"Power BI, Oracle"
https://www.vagas.com.br/vagas/v2696301/analista-de-auditoria-interna-sr,Analista de Dados,Sênior,Analista de Auditoria Interna Sr,União Química GRU,Excel
https://www.vagas.com.br/vagas/v2696628/analista-de-infraestrutura-de-ti,Analista de Dados,Pleno,Analista de Infraestrutura de TI,Martinello,"AWS, Azure, Oracle, Linux"
https://www.vagas.com.br/vagas/v2690909/analista-de-customer-service,Analista de Dados,Pleno,Analista de Customer Service,Confidencial,Excel
https://www.vagas.com.br/vagas/v2684354/analista-de-qualidade-de-processo,Analista de Dados,Pleno,Analista de Qualidade de Processo,Grupo Nortearh,Excel
https://www.vagas.com.br/vagas/v2683083/analista-de-sistemas-pleno-pcd,Analista de Dados,Pleno,Analista de Sistemas Pleno (Pcd),Hire Now Company,SQL
https://www.vagas.com.br/vagas/v2692962/analista-de-master-data,Analista de Dados,Pleno,Analista de Master Data,Etex,Excel
https://www.vagas.com.br/vagas/v2675346/analista-custos-orcamento-pl,Analista de Dados,Pleno,Analista Custos Orcamento Pl,bp bioenergy,ETL
https://www.vagas.com.br/vagas/v2693659/analista-de-importacao-e-exportacao-junior,Analista de Dados,Júnior,Analista de Importação e Exportação Junior,Confidencial,Excel
https://www.vagas.com.br/vagas/v2691828/analista-administrativo-i-barueri-sp,Analista de Dados,Júnior,Analista Administrativo I - Barueri/SP,Confidencial,"SAS, Power BI, Excel, Linguagem R, Python, SQL, SQL Server"
https://www.vagas.com.br/vagas/v2687862/analista-de-business-intelligence-qlik,Analista de Dados,Pleno,Analista de Business Intelligence (Qlik),Bom Futuro,"Excel, SQL, Qlik view"
https://www.vagas.com.br/vagas/v2693422/analista-de-rh-junior-hrbp,Analista de Dados,Júnior,Analista de RH Júnior - Hrbp,EssilorLuxottica,Excel
https://www.vagas.com.br/vagas/v2686466/analista-de-planejamento-e-controle-de-producao-pleno,Analista de Dados,Pleno,Analista de Planejamento e Controle de Produção Pleno,TSEA energia,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2693374/analista-de-business-intelligence-bi,Analista de Dados,Júnior,Analista de Business Intelligence (Bi),SOLISTICA,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2696545/analista-florestal-pl-cadastro-e-controle,Analista de Dados,Pleno,Analista Florestal Pl - Cadastro e Controle,Arauco do Brasil,Excel
https://www.vagas.com.br/vagas/v2691781/analista-de-central-de-servicos-pl-pmo,Analista de Dados,Pleno,Analista de Central de Serviços Pl. (PMO),Hire Now Company,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2688301/analista-de-sistemas-sr-totvs-protheus,Analista de Dados,Sênior,Analista de Sistemas Sr (Totvs Protheus),SMC AUTOMAÇÃO DO BRASIL LTDA,SQL
https://www.vagas.com.br/vagas/v2669249/analista-classificacao-fiscal-mercadoria-pleno,Analista de Dados,Pleno,Analista Classificação Fiscal Mercadoria Pleno,Sany do Brasil,Excel
https://www.vagas.com.br/vagas/v2693098/analista-de-autorizacao-procedimentos-oncologicos,Analista de Dados,Pleno,Analista de Autorização - Procedimentos Oncológicos,Confidencial,Excel
https://www.vagas.com.br/vagas/v2692171/analista-de-administracao-de-pessoal-pl-frequencia,Analista de Dados,Pleno,Analista de Administração de Pessoal Pl (Frequência),CSN,Excel
https://www.vagas.com.br/vagas/v2691934/analista-de-gestao-de-indicadores-iii-anima,Analista de Dados,Sênior,Analista de Gestão de Indicadores III - Ânima,Ânima,"Power BI, Excel, ETL"
https://www.vagas.com.br/vagas/v2696620/analista-de-projetos-key-account,Analista de Dados,Júnior,Analista de Projetos (Key Account),Sillion Serviços de Tecnologia LTDA,Excel
https://www.vagas.com.br/vagas/v2696591/analista-de-projetos-key-account,Analista de Dados,Júnior,Analista de Projetos (Key Account),Sillion Serviços de Tecnologia LTDA,Excel
https://www.vagas.com.br/vagas/v2692808/analista-de-governanca-financeira-de-ti-ii,Analista de Dados,Pleno,Analista de Governança Financeira de TI II,Grupo Fleury,"Excel, Machine Learning"
https://www.vagas.com.br/vagas/v2693964/analista-de-desenvolvimento-operacional-tec-med-i,Analista de Dados,Júnior,Analista de Desenvolvimento Operacional Tec Med I,Grupo Fleury,"Power BI, Linguagem R, Python, SQL, Machine Learning, Deep Learning"
https://www.vagas.com.br/vagas/v2688359/analista-jr-operacoes-administrativas-goiania-go,Analista de Dados,Júnior,Analista Jr Operações Administrativas - Goiania - GO,White Martins,"Power BI, Tableau, Excel"
https://www.vagas.com.br/vagas/v2696851/analista-comercial-pl-taboao-da-serra-sp,Analista de Dados,Pleno,Analista Comercial Pl | Taboão da Serra - SP,Randstad Brasil,Excel
https://www.vagas.com.br/vagas/v2694033/analista-de-processos-e-mehoria-continua-pl-jundiai,Analista de Dados,Pleno,Analista de Processos e Mehoria Contínua Pl - Jundiaí,Allied,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2684000/10661-analista-de-engenharia-de-produto-rac-manaus,Analista de Dados,Sênior,"10661 - Analista de Engenharia de Produto - Rac (Manaus)",Talent Group,"Excel, VBA"
https://www.vagas.com.br/vagas/v2691554/analista-de-servicos-administrativos-jr-jacarepagua-temporario,Analista de Dados,Júnior,Analista de Serviços Administrativos Jr - Jacarepaguá - Temporário,Randstad Brasil,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2693627/analista-de-recrutamento-e-selecao-tech-recruiter,Analista de Dados,Pleno,Analista de Recrutamento e Seleção (Tech Recruiter),CTC Tech,Excel
https://www.vagas.com.br/vagas/v2695494/analista-de-suporte-sr-monitoramento-corporativo-rj,Analista de Dados,Sênior,Analista de Suporte Sr - Monitoramento - Corporativo RJ,Rede D'Or,SQL
https://www.vagas.com.br/vagas/v2695687/analista-de-departamento-pessoal-controle-de-ponto,Analista de Dados,Júnior,Analista de Departamento Pessoal (Controle de Ponto),Hire Now Company,Excel
https://www.vagas.com.br/vagas/v2696389/analista-contabil-senior-suzano-suzano-sp,Analista de Dados,Sênior,Analista Contábil Sênior (Suzano - Suzano - Sp),METARH +humana,Excel
https://www.vagas.com.br/vagas/v2693776/analista-de-suprimentos-sr-inteligencia-e-performance-suzano,Analista de Dados,Sênior,Analista de Suprimentos Sr - Inteligência e Performance - Suzano,Suzano,Machine Learning
https://www.vagas.com.br/vagas/v2687737/analista-de-beneficios-alocado-no-cliente-barueri,Analista de Dados,Pleno,Analista de Benefícios (Alocado no Cliente | Barueri),XIPP - Consultoria e Corretora de Seguros,Excel
https://www.vagas.com.br/vagas/v2687657/analista-de-operacoes-back-up-interno,Analista de Dados,Pleno,Analista de Operações (back-Up Interno,XIPP - Consultoria e Corretora de Seguros,Excel
https://www.vagas.com.br/vagas/v2697037/analista-de-pcp-sr-campo-formoso-ba,Analista de Dados,Sênior,Analista de PCP Sr. - Campo Formoso / BA,InterCement Brasil S.A,Excel
https://www.vagas.com.br/vagas/v2694283/analista-financeiro-pleno-temporaria-licenca-maternidade,Analista de Dados,Pleno,Analista Financeiro Pleno - Temporária Licença Maternidade,Clube Jundiaiense,Excel
https://www.vagas.com.br/vagas/v2671787/analista-de-informacoes-gerenciais-barra-da-tijuca-rj,Analista de Dados,Pleno,Analista de Informações Gerenciais ( Barra da Tijuca / RJ ),Sotreq S/A,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2691404/analista-de-processos-jr-terceiro-clt-page-interim,Analista de Dados,Júnior,Analista de Processos Jr - Terceiro Clt - Page Interim,Page Interim,Excel
https://www.vagas.com.br/vagas/v2691680/analista-contas-a-receber-jr-cobranca-corporativo-sp,Analista de Dados,Júnior,Analista Contas a Receber Jr. - Cobrança - Corporativo SP,Rede D'Or,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2695224/analista-planejamento-operacoes-pleno-financeiro-anima-holding,Analista de Dados,Pleno,Analista Planejamento Operações Pleno - Financeiro / Anima Holding,Ânima,"Power BI, Excel, ETL"
https://www.vagas.com.br/vagas/v2694250/analista-jr-de-omnichannel-afirmativa-para-pessoas-com-deficiencia,Analista de Dados,Júnior,Analista Jr. de Omnichannel (Afirmativa para Pessoas com Deficiência),Natura,ETL
https://www.vagas.com.br/vagas/v2694797/analista-de-customer-service-temporario-6-meses-page-interim,Analista de Dados,Pleno,Analista de Customer Service - Temporário 6 Meses - Page Interim,PageGroup,Power BI
https://www.vagas.com.br/vagas/v2693225/analista-de-marketing-digital-pleno-foco-crm-vaga-temporaria,Analista de Dados,Pleno,Analista de Marketing Digital Pleno ( Foco Crm)  - Vaga Temporária,Ânima,"SQL, ETL"
https://www.vagas.com.br/vagas/v2693862/analista-senior-de-comunicacao-visual-sede-vivo-eco-berrinia,Analista de Dados,Sênior,Analista Sênior de Comunicação Visual | Sede Vivo Eco Berrinia,Vivo (Telefônica Brasil),ETL
https://www.vagas.com.br/vagas/v2686190/analista-financeiro-barra-da-tijuca-rj-exclusiva-para-pcd,Analista de Dados,Pleno,Analista Financeiro - Barra da Tijuca - RJ - Exclusiva para Pcd,White Martins,Excel
https://www.vagas.com.br/vagas/v2697182/analista-de-gestao-de-estoques-sr-key-user-sap-taboao-da-serra-sp,Analista de Dados,Sênior,Analista de Gestão de Estoques Sr (Key User Sap) - Taboão da Serra/SP,Confidencial,Excel
https://www.vagas.com.br/vagas/v2697173/analista-de-supply-chain-senior-key-user-sap-taboao-da-serra-sp,Analista de Dados,Sênior,Analista de Supply Chain Sênior - Key User SAP -  Taboão da Serra/SP,Confidencial,Excel
https://www.vagas.com.br/vagas/v2681520/10654-desenvolvedor-a-back-end-pleno,Analista de Dados,Pleno,"10654 - Desenvolvedor(a) Back-End Pleno",Talent Group,"SQL, AWS, MLOps, Git, SQL Server, Oracle, Docker, MySQL"
https://www.vagas.com.br/vagas/v2679411/desenvolvedor-advpl,Analista de Dados,Sênior,Desenvolvedor Advpl,PH Intralogística,"SQL, SQL Server"
https://www.vagas.com.br/vagas/v2685844/cientista-de-dados-crm,Cientista de Dados,Pleno,Cientista de Dados - CRM,Icatu Seguros,"Power BI, SQL, Databricks, Azure"
https://www.vagas.com.br/vagas/v2694103/consultor-engenheiro-de-dados-suzano,Cientista de Dados,Sênior,Consultor Engenheiro de Dados - Suzano,Suzano,"Power BI, Python, Machine Learning, MLOps, GCP, Git, Linux, Docker, Kubernets"
https://www.vagas.com.br/vagas/v2691053/bolsista-doutor-engenharia-florestal-ambiental-biologia-agronomia-e-ecologia-suzano-s-a,Cientista de Dados,Júnior,"Bolsista Doutor (Engenharia Florestal, Ambiental, Biologia, Agronomia e Ecologia) Suzano S.a.",Confidencial,Linguagem R
https://www.vagas.com.br/vagas/v2692260/engenheiro-de-dados-pleno,Engenheiro de Dados,Pleno,Engenheiro de Dados Pleno,Icatu Seguros,SQL
https://www.vagas.com.br/vagas/v2690832/bolsista-graduado-ciencia-de-dados-engenharia-da-computacao-ti-correlatas-thyssenkrupp,Engenheiro de Dados,Júnior,"Bolsista Graduado [ciência de Dados, Engenharia da Computação, Ti, Correlatas] Thyssenkrupp",IEL - Inova Talentos,Power BI
https://www.vagas.com.br/vagas/v2695419/assistente-analise-de-indicadores-e-dados,Engenheiro de Dados,Júnior,Assistente - Análise de Indicadores e Dados,Confidencial,Excel
https://www.vagas.com.br/vagas/v2683703/estagio-em-engenharia,Engenheiro de Dados,Júnior,Estágio em Engenharia,Huawei,Excel
https://www.vagas.com.br/vagas/v2697268/engenheiro-de-processos-jr,Engenheiro de Dados,Júnior,Engenheiro de Processos Jr.,Elekeiroz S/A,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2695849/estagiario-engenharia,Engenheiro de Dados,Júnior,Estagiario - Engenharia,LICAV,Excel
https://www.vagas.com.br/vagas/v2685665/engenheiro-quimico,Engenheiro de Dados,Pleno,Engenheiro Químico,Emthos,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2691849/estagio-em-engenharia,Engenheiro de Dados,Sênior,Estágio em Engenharia,Abbott,"Power BI, Excel"
https://www.vagas.com.br/vagas/v2697223/bolsista-mestre-engenharia-mecanica-mecatronica-eng-eletrica-e-engenharia-de-automacao-bosch,Engenheiro de Dados,Pleno,"Bolsista Mestre [engenharia Mecânica/Mecatrônica, ENG Elétrica e Engenharia de Automação] Bosch",IEL - Inova Talentos,Linguagem R
https://www.vagas.com.br/vagas/v2697224/bolsista-graduado-engenharia-mecanica-e-engenharia-aeronautica-bosch,Engenheiro de Dados,Júnior,Bolsista Graduado [engenharia Mecânica e Engenharia Aeronáutica] Bosch,IEL - Inova Talentos,"Linguagem R, Python"
https://www.vagas.com.br/vagas/v2691446/engenheiro-de-fiscalizacao-junior-025678-temporaria,Engenheiro de Dados,Júnior,Engenheiro de Fiscalização Junior (025678) Temporária,Lyon Engenharia,Power BI
https://www.vagas.com.br/vagas/v2686757/estagio-em-engenharia-de-manutencao,Engenheiro de Dados,Júnior,Estágio em Engenharia de Manutenção,Colgate-Palmolive,VBA
https://www.vagas.com.br/vagas/v2682577/estagiario-de-engenharia-aracaju-se,Engenheiro de Dados,Júnior,Estagiário de Engenharia - Aracaju - SE,FORSHIP ENGENHARIA S/A,Excel
https://www.vagas.com.br/vagas/v2693530/estagiario-de-engenharia-de-producao,Engenheiro de Dados,Júnior,Estagiário de Engenharia de Produção,Chammas,"Power BI, Linguagem R"
https://www.vagas.com.br/vagas/v2693125/estagio-estudante-de-engenharia-civil,Engenheiro de Dados,Júnior,Estágio - Estudante de Engenharia Civil,Tibério Construções e Incoporações,Excel
https://www.vagas.com.br/vagas/v2683872/bolsista-graduado-engenharia-de-alimentos-farmacia-biologia-quimica-eng-quimica-givaudan,Engenheiro de Dados,Júnior,"Bolsista Graduado [engenharia de Alimentos, Farmácia, Biologia, Química, Eng. Química] Givaudan",IEL /SP - Inova Talentos,Linguagem R
https://www.vagas.com.br/vagas/v2696305/estagiario-de-engenharia-planejamento-e-controle-de-producao,Engenheiro de Dados,Júnior,Estagiário de Engenharia (Planejamento e Controle de Produção),Construtora Canopus,Excel
https://www.vagas.com.br/vagas/v2668476/estagio-em-engenharia-industrial-manaus-am,Engenheiro de Dados,Sênior,Estágio em Engenharia Industrial | Manaus AM,Michelin,Excel
https://www.vagas.com.br/vagas/v2683587/especialista-de-administracao-do-contrato-de-concessao-engenharias,Engenheiro de Dados,Sênior,Especialista de Administração do Contrato de Concessão (Engenharias),SuperVia,Excel
https://www.vagas.com.br/vagas/v2694759/estagio-em-produto-bi-analise-de-dados-e-gestao-de-skus,Engenheiro de Dados,Júnior,Estágio em Produto (Bi) - Análise de Dados e Gestão de Skus,LG Electronics,Excel
https://www.vagas.com.br/vagas/v2684065/engenheiro-de-planejamento-vaga-extensiva-para-pessoas-com-deficiencia,Engenheiro de Dados,Pleno,Engenheiro de Planejamento (VAGA Extensiva para Pessoas com Deficiência),Concremat,"Power BI, Tableau, Excel, SQL"
