"link_origem","posicao","senioridade","titulo_vaga","nome_empresa","requisitos"
https://piracanjuba.gupy.io/job/eyJqb2JJZCI6ODE4NzY1Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Engenheiro de Dados,Júnior,SUPERVISOR DE PRODUCAO I - UHT,Grupo Piracanjuba,Excel
https://br.indeed.com/rc/gd/job?a=cygfv5hg2DELbZCrTi-twXwFVDaBrQiiwhsUnPcYFQjQ7ieaKLYwWv4zEnaxwpxYMxuW1k4jckl2V8JiOrgndwVHH9SIz472cvn4cvY8AmOrX3A5PSLFms8Zq-x-G9lID64juRMAwfLSOVEujhjDWEWhy3P39aI6EjhS8uBbn-XLj4JVCyjX648bGH5QXV-yM513Su5am6XsQjfakvf92DauGK62ZbjJ-kMd2E4k19JFgdLQRISuUqrTjo1iXJPeaypGHk-OjVeHRpj-9MexDG6LeDpGR_4pReVy3XXKnjDZKeDY75MapnClPAZtZYOuA-ECj7Fif2TwrC7Ei0_blYBGoyq_4wwi9t3ruWNM5KA2dBfbqIeMS-fI2ePDRjp9PqEC2HoeYxfHw0rXD-6Xa51kQsOydWO2igUVQP4sJ_JVi7S1Q-rTYSlv2fGFFTfF_4wE2SXRbvZgh8voq6bzjxQCm6WbJaZPBT1pnsw5abfYRWJ3vYkqtF49YBPSZfK8vLAY0IhSfukqzMqNlBJvKV4pSg4gLnYMQ4FUHhqRualDa20fH7_oMjzVdw_26cxKsdbFjNYQOLC12OwvKcIGVWXhQ4FcQYKpn70puqyCHNqUxScdSnAteWLvwqBpwdWv5d2O0RIR0dC_t290W_yjZXRWAnx0X66RPqC48ERg5C1tPNfarRF5QWvwmSsb_myrfPHWyHPkhE8XjP7lgrNTwQE1S5RCcqJyMhZnZhomkjaYvYJh6Sw66gvdlUZPILfZH4Sca9FaeAU2Vi1EFDUOjhFts_JnWnc5QL-iUy6Jy4eFcI0G1gYT2LpB1jqZRpeiNcJszUzHR6kzBI1dPWlY6SnF1nzDJBAjiqer4fL0QOSc1Y3RvkeQUqtMcIgg_8fBUdHwYJM775tvjjoD4x4OTKpvnlZRWMhteXiriSmd-oms4tnFTbnE-oCicqD6k5-8ugulZ68MopWVYwy_p_BVJP4Noet1eJ-UZLzNG_gIpLmZh-1skVDTeiavTilg6P8c_h-njHG1HIgG1BxW3eu-T0gSWMhe3PQGe20HGwVRZGVT2mnpgoxGwbEbXmwZQ4drgpWceBP14o9ex74kgxFd5irQhIuYGxNFprIJV3WfIuZsdnOFb0sOzIEMLOfGlhULGH7NlNDGwguUUiL2k-lSWDt8pD4F4alKCZMytlwhFain6R0eIiz4uDyJkzxrxDr5R82epL8BRwk4usR-oeWZEHShYkDuCVm_udpA30J3wvVT6hdhoHR48Q&org=1&channel=ns-dk-o-w-s_344-tld_9,Analista de Dados,Sênior,Analista de Processos Pleno LLP,DHL,"Power BI, Excel"
https://br.indeed.com/rc/gd/job?a=6JcVF1zuFekLbZCrTi-twXwFVDaBrQiiwhsUnPcYFQiyAY3SV3BqQWhefh72Td1WbPoFy0QdJG73WPR6GrepTVRC2330SdoRNjnDav4BJ67jhBMkjp66cj3Q9FykIgreBtNGseG5sC9zNXlTOIbEAbtr38hbhAGlUqcrhvQcAsyhSdYdQL5mn6S1DDUHAaqnVQaUIdgmndYUODFWorwxK4Pn3exJzhocCtSy6pMmGR6ddvDASQjrWwOkjbEKBNhEodjsarUK2_HbPIEKo1pXvX-13Pp6dyEMTZVryjo0C6h3jSS8zvhysSYp-h9LtMP7p19uYBecjwV2CG3Ii_havTidBbzQl1YpqiTGP5DEeCFMpJ3Yq6XsVxmVvczpBSsIbzJT4dAn-I816OiFCwuD-8fbinyLJd1dmTG_pS3AWtHKog37cZ7Z3pZIxEKVBdjRUWPiGElfYfTPdc1IDxoXSKslZ3RenJK1zLGGv_aMqUkw94sTwCQGUcBMBc8nqQsRw7w-PbFY9I4M3nbkJF50jg2L_upXLAgXyZUHO7LSKkSnMuq9fwK0fnzx1shz5IRPF4z-5YKzU8EBNUuUQnKicjIWZ2YaJpI2mL2CYeksOuoL3ZVGTyC32R-EnGvRWngFNlYtRBQ1Do4RbbPyZ1p3OUC_olMuicuHhXCNBtYGE9i6QdY6mUaXojXCbM1Mx0epMwSNXT1pWOkpxdZ8wyQQI4qnq-Hy9EDknNWN0b5HkFKrTHCIIP_HwVHR8GCTO--bb446A-MeDkyqb55WUVjIbXl4q4kpnfqJrOLZxU25xPqAonKg-pOfvLoLpWevDKKVlWMMv6fwVST-DaHrdXiflGS8zRv4CKS5mYftbJFQ03omr04pYOj_HP4fp4xxtRyIBtQcVt3rvk9IEljIXtz0BnttBxsFUWRlU9pp6YKMRsGxG15sGUOHa4KVnHgT9eKPXse-JIMRXeYq0ISLmBsTRaayCVd1nyLmbHZzhW9LDsyBDCznxpYVCxh-zZTQxsILlFIi9pPpUlg7fKQ-BeGpSgmTMrZcIRWop-kdHiIs-Lg8iZM8a8Q6-UfNnqS_AUcJOLrEfqHlmRB0oWJA7glZv7naQN9Cd8L1U-oXYaB0ePE&org=1&channel=ns-dk-o-w-s_344-tld_9,Engenheiro de Dados,Pleno,Analista de Competitividade Operacional Pleno,Ultracargo,"Power BI, Tableau, Excel"
https://talentoselo.vagas.solides.com.br/vaga/516946?origem=indeed,Analista de Dados,Pleno,Analista de Controladoria PL,ELO SOLUÇÕES LOGÍSTICAS,"Power BI, Excel"
https://fcbbrasil.gupy.io/job/eyJqb2JJZCI6ODE5ODAyMCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Pleno,Analista de Dados Pl - Freelancer,FCB Brasil ,"Power BI, Git"
https://venhasereletrobras.gupy.io/job/eyJqb2JJZCI6ODE1ODExOSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Sênior,Analista de Dados III - Eletrobras - São Paulo (Vaga Exclusiva PCD),Eletrobras,"Power BI, Excel, SQL, Git"
https://cielo.gupy.io/job/eyJqb2JJZCI6ODE2MDYxMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Sênior,Analista de Ciência de Dados Sênior,Cielo,"SAS, Power BI, Estatística, Python, ETL, AWS, Machine Learning"
https://venhasereletrobras.gupy.io/job/eyJqb2JJZCI6ODE1ODIzMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Júnior,Analista - Engenharia de Dados - Eletrobras - Rio de Janeiro/RJ - Vaga Exclusiva para PCD ,Eletrobras,"Power BI, ETL, GCP, Git"
https://radixeng.gupy.io/job/eyJqb2JJZCI6ODE1OTc1OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Júnior,Profissional Analista de Dados Júnior,Radix Engenharia e Software,"SAS, Power BI, ETL, Git, Azure, CI/CD"
https://dattos.gupy.io/job/eyJqb2JJZCI6ODE4Nzg5OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Engenheiro de Dados,Sênior,Pessoa Engenheira de Dados especializado em SQL  (Projetos de Implantação),Dattos,"SAS, Power BI, Excel, Python, SQL, SQL Server, Spark, Oracle"
https://www.vagas.com.br/vagas/v2697457/analista-de-pricing-custos,Analista de Dados,Pleno,Analista de Pricing /Custos,Confidencial,Excel
https://www.vagas.com.br/vagas/v2681695/analista-de-produto-sr-moda-masculina,Analista de Dados,Sênior,Analista de Produto Sr. (Moda Masculina),OSKLEN,"Excel, SQL"
https://www.vagas.com.br/vagas/v2697376/executivo-de-novos-negocios-b2b,Analista de Dados,Pleno,Executivo de Novos Negócios B2b,Charlie Tecnologia e Acomodações,"Power BI, Excel, Power Point"
https://www.vagas.com.br/vagas/v2696638/analista-fiscal,Cientista de Dados,Pleno,Analista Fiscal,Hire Now Company,Excel
https://www.vagas.com.br/vagas/v2681700/analista-de-comercio-exterior-pleno-exportacao,Cientista de Dados,Pleno,Analista de Comércio Exterior Pleno (Exportação),OSKLEN,Excel
https://www.vagas.com.br/vagas/v2697432/estagio-nivel-superior,Engenheiro de Dados,Júnior,Estágio Nível Superior,Vallourec Soluções Tubulares,Excel
https://www.vagas.com.br/vagas/v2691163/assistente-de-recursos-humanos-afirmativa-para-pessoas-com-deficiencia,Engenheiro de Dados,Júnior,Assistente de Recursos Humanos - Afirmativa para Pessoas com Deficiência,Confidencial,"Power BI, Tableau, Excel, ETL, Machine Learning"
https://job-boards.greenhouse.io/ifoodcarreiras/jobs/7734174002,Analista de Dados,Júnior,Analista de Negócios Júnior,iFood,"Power BI, SQL"
https://jobs.quickin.io/registradores/jobs/6746312fb2e19e00138e24b7,Engenheiro de Dados,Júnior,Engenheiro de Dados JR,ONR,"Python, ETL, GCP"
https://job-boards.greenhouse.io/ifoodcarreiras/jobs/7720381002,Analista de Dados,Pleno,Analista de Business Intelligence Pleno,iFood,"Tableau, Python, SQL"
https://br.indeed.com/job/analista-de-dados-fcbd45468c4c4827?xpse=SoA667I352RhMsAUEb0LbzkdCdPP&xfps=a93a77b1-82d0-4ba8-88db-b924f841c47d,Cientista de Dados,Não Informado,Analista de Dados,Acert promotora de vendas,"Power BI, Tableau, Excel, Linguagem R, Python, SQL, ETL"
https://www.glassdoor.com.br/partner/jobListing.htm?pos=101&ao=1136043&s=344&guid=000001936ccde307893d03c16a9a0fe0&src=GD_JOB_VIEW&t=NS&vt=w&cs=1_4ee44cf1&cb=1732697252773&jobListingId=1009541902179&jrtk=5-yul1-3-1idmcroq5l02o801,Analista de Dados,Não Informado,Analista de Power BI,VINICIUS HENRIQUE CONTABILIDADE PUBLICA,"Power BI, Python, SQL"
https://kissnewyorkvagas.pandape.infojobs.com.br/Detail/1677807?ov=5&xtor=AL-366332663&source=Indeed&utm_source=indeed&utm_medium=referral&utm_campaign=feed&utm_term=organic&utm_content=ats,Engenheiro de Dados,Sênior,Consultor de Dados,Kiss New York,"Power BI, Excel, Python, SQL, ETL, Oracle"
https://vemprotime.gupy.io/job/eyJqb2JJZCI6ODE5MzY0Mywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Engenheiro de Dados,Não Informado,"BI, Technical & Support Professional - Analista",TIM Brasil,"Power BI, Excel, ETL"
https://paschoalotto.gupy.io/job/eyJqb2JJZCI6ODE5NDMyOSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Não Informado,ANALISTA DE BI - BAURU,Paschoalotto,"Power BI, Excel, Linguagem R, Python, SQL"
https://br.indeed.com/rc/gd/job?a=h36ngG63RNQLbZCrTi-twXwFVDaBrQiiwhsUnPcYFQixHSJFbLpLHOFdKaJZsHaM0wFsjxj21amFiwJLxu3z77HyB82Z8iP53B2RywARlL15HCer104FWDSWPXiCGNGNUb7xCRYgAskfeauewA8wDxcuz5ZHSZ6ad5aCTUzsF8rYlNYTEX_PJ4ORSDRnH0mCkQ2xMbko4XOnsRwgAe7RFHEzjns7XoHi90LgBboXo5K7zWeUGcNdOSPehxfqnDctVYu0tUPq02Epb9nxhRU3xf-MBNkl0W72axDg4tuSmsDcs-tVox8i5hrqZon6qK_Xy2Te32-5EZhRd1MYj9Cuj7ywGNCIUn7p0g2Z4mQWAfheKUoOIC52DEOBVB4akbmpQ2ttHx-_6DI81XcP9unMSrHWxYzWEDiwtdjsLynCBlVl4UOBXEGCqZ-9KbqsghzalMUnHUpwLXli78KgacHVr-XdjtESEdHQv7dvdFv8o2V0VgJ8dF-ukS4tzvLccWqkZe52NmO-ZKsEvbPtMXL4NZcXyBaMzCAvWfZTff9P6M5lFBjPvhqdzDx668G9lVfN0HqSaDZvWsqpShxxwql7NBJo94LcL9OrQaIvU1V8hV2dTdUSOH0LGYeEoOLMjOtmnACX_JyhxTF2NHPIz6aM8YLdVjOREOu0fNgQw3cucAUw0EkkBbticP7RctmrrAULD_CAK93UQ51s3NkvuX8mTb1msXhIU7zWsKmKgpyHUDiMWYFOzu3W0wwPvFBB55-E82eH877i86hFjyot8qIY75tBRmV5UcIk9H4FKH5omhHVJfxm_HWyyIxeASY-SbbmD6P1fStTKL1N0lnCmnnc0Ep3mh1wGx-iaWr9eGmj4hwow0h-dqoRmoT1FlJVGYAN7SyP66GRa8G6C6VnrwyilRjzYE7pgKncCuUCB1iOqsoHMJCaRk4R24qSsEieL2tg3LG5xu2mukgaUF7VkIPEkp__thkle_nyNGmtvLOmBAEpuZtmIErQW86BSaI8smsJWSnVrWgoxsFZQBIAnjRyNCaYkUMJgtqbauKAsV4-XUPqAizBBfAIiw3DixgVjlEN34txo0PnZsM&org=1&channel=ns-dk-o-w-s_344-tld_9,Cientista de Dados,Sênior,Analista de Dados - Sênior,SICOOB,"Power BI, Excel, Python, SQL, ETL"
https://br.indeed.com/rc/gd/job?a=QeI4ybS0Xf8LbZCrTi-twXwFVDaBrQiiwhsUnPcYFQhKq85HcJlW8aYqJ4uscqNWFyd0acA9Efr3f1jHQAbrI0bMBNZFBNttisp8NE8aeYQCk4f1w3HIkhibimEMmBZ_Sa9YbyMNHFJpW0pb7N_ve1W6o962FVwLXfqBzGCdVGuhclBUclyaKAFS-ySerYFlWzGs2-C_hTnGEj-BdQ3XSbybOQOK6hi9xqAGcfb5WcHmGLsSlEviGXQ0Xk61Te-fzG3fldlSeO33Hx2N1g2ulJXXKu4KYU2fD_3egwx2bWCh11K3gdx0kTBo8E9rJmkEK51r0U6sQGCsWNsrSMFBdZKHeDar60J876S5NU5kdbQ4TfLhRN75wSxYHoXgu3fy3l3pbX1vOuVfdjoO_X8aMwivCaoO-iZVBW8WKMx_QfhVi7S1Q-rTYSlv2fGFFTfF_4wE2SXRbvYz5PZ0dhyIkj-gvwgi3glYS5Fq0anilZW4TBwaL2YZkOfkpmDpQnA7-HxNbRkNmh9W6ibtIcmf4SZuqNuDaoBsMKZHTjhSGhp3jSS8zvhysfwV69LrS1XEIxk5SQwgC1Qdbww42T3wJqRTmHerI13PZ5P0E9n9Df4rF2xGohK6I1hW0nkqCIIpNJ08CNV0931VKEHgB9uYgnBg91rQA0onD04D1h9RVF37Q9LLhf_CaD53hSIPVqK4n3nYoQW7ICRZ9lN9_0_ozmUUGM--Gp3MPHrrwb2VV83QepJoNm9ayqlKHHHCqXs0Emj3gtwv06tBoi9TVXyFXZ1N1RI4fQsZh4Sg4syM62acAJf8nKHFMXY0c8jPpozxgt1WM5EQ67R82BDDdy5wBTDQSSQFu2Jw_tFy2ausBQsP8IAr3dRDnWzc2S-5fyZNvWaxeEhTvNawqYqCnIdQOIxZgU7O7dbTDA-8UEHnn4TzZ4fzvuLzqEWPKi3yohjvm0FGZXlRwiT0fgUofmiaEdUl_Gb8dbLIjF4BJj5JtuYPo_V9K1MovU3SWcKaedzQSneaHXAbH6Jpav14aaPiHCjDSH52qhGahPUWUlUZgA3tLI_roZFrwboLpWevDKKVGPNgTumAqdwK5QIHWI6qygcwkJpGThHbipKwSJ4va2DcsbnG7aa6SBpQXtWQg8SSn_-2GSV7-fI0aa28s6YEASm5m2YgStBbzoFJojyyawlZKdWtaCjGwVlAEgCeNHI0JpiRQwmC2ptq4oCxXj5dQ-oCLMEF8AiLDcOLGBWOUQ3fi3GjQ-dmww&org=1&channel=ns-dk-o-w-s_344-tld_9,Engenheiro de Dados,Não Informado,Analista de Power BI,MANPOWER STAFFING. (Matriz),"Power BI, Excel"
https://www.glassdoor.com.br/partner/jobListing.htm?pos=101&ao=1136043&tgt=APPLY_START&s=344&guid=000001936ccec656909833bf7524c8aa&src=GD_JOB_VIEW&t=NS&vt=w&ea=1&cs=1_b5fc38a4&cb=1732697310912&jobListingId=1009542359901&jrtk=5-yul1-3-1idmcthjiia7v801,Analista de Dados,Pleno,Analista de Estratégia de Crédito Pleno \u007C Empréstimos,Banco BV,"SAS, Power BI, Excel, Python, SQL"
https://www.netvagas.com.br/empresa/anuncios/a1154227/analista-de-dados-customer-experience-pleno-clt/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Pleno,Analista de dados - customer experience - pleno - clt,Netvagas,"Power BI, Tableau, Python, SQL, Looker"
https://www.netvagas.com.br/empresa/anuncios/a1033112/analista-de-dados-de-s-op/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Cientista de Dados,Não Informado,Analista de dados de s&op,Netvagas,"Power BI, Tableau, Excel, ETL"
https://redebrasil.pandape.infojobs.com.br/Detail/1676064?ov=5&xtor=AL-366332663&source=Indeed&utm_source=indeed&utm_medium=referral&utm_campaign=feed&utm_term=organic&utm_content=ats,Engenheiro de Dados,Não Informado,Coordenador de BI,Redebrasil,"Power BI, Tableau, Linguagem R, Python, SQL, Looker"
https://www.netvagas.com.br/empresa/anuncios/a1235580/analista-de-banco-de-dados/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Pleno,Analista de Banco de Dados,Netvagas,SQL
https://grupopereira.pandape.com.br/Detail/1678002?ov=5&xtor=AL-366332663&source=Indeed&utm_source=indeed&utm_medium=referral&utm_campaign=feed&utm_term=organic&utm_content=ats,Analista de Dados,Não Informado,Analista de Inteligência Artificial,Grupo Pereira,"Python, SQL"
https://unimedlitoral.enlizt.me/vagas/analista_de_bi_e_informacoes_gerenciais_pl-251124,Analista de Dados,Pleno,Analista de BI e Informações Gerenciais PL,Unimed Litoral,"Power BI, SQL"
https://www.netvagas.com.br/empresa/anuncios/a1236768/151a-analista-de-banco-de-dados-etl-iii/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Sênior,"151a analista de banco de dados etl - iii",Netvagas,"Power BI, SQL, ETL, SQL Server, NoSQL"
https://jobs.iqvia.com/en/job/-/-/24443/73579897984,Analista de Dados,Não Informado,Analista de Efetividade Comercial,IQVIA,"Power BI, Excel, SQL"
https://ici.gupy.io/job/eyJqb2JJZCI6ODEzMDkzNCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Pleno,Analista de Inteligência de Negócios | Pleno,ICI – Instituto das Cidades Inteligentes,ETL
https://br.indeed.com/rc/gd/job?a=tjfM7UuBO20LbZCrTi-twXwFVDaBrQiiwhsUnPcYFQhf2V4TC0gINg4WHhxfkVHAQ4lv01vyS5Rza_H4VD7MrxewYML0dijEv9oBYxpzAM-L89beLdC4l3JYJEoLZUvXiz-OoG-uy1J16m1CZG5oY-C-z4DUo4JAdqfxG3FKo_dayw7F47rio83Q1iiVlMNAogV4-2GLTeNGG9jXvdwApfyBuPCC66qV9Slb2_vDHeTTTsqO62QzjBrASVf1Lu98tI-CZtw_e7cJZE2wouf-N0DEChbXNCtoR4q1e5_WHQKmooRrqF5jB7WRx-KjVcQWjc1RIIUdPCkm9ZQkOY8BgVWLtLVD6tNhKW_Z8YUVN8X_jATZJdFu9p1JNANpGnqM8gq7bM4CrtyxQ0OAdFg6Wo5JuDxfkpz-2QhJvRCzjcm8sBjQiFJ-6RqBHzAC-3qgXilKDiAudgxDgVQeGpG5qUNrbR8fv-gyPNV3D_bpzEqx1sWM1hA4sLXY7C8pwgZVZeFDgVxBgqmfvSm6rIIc2pTFJx1KcC15Yu_CoGnB1a_l3Y7REhHR0L-3b3Rb_KNldFYCfHRfrpFvLNg03NMpOR_QOH_0fdxOD8s-dprVGF8GhHZVF_Mz4DTgpNDd7g-tZjMiBPEf8NY8euvBvZVXzdB6kmg2b1rKqUocccKpezQSaPeC3C_Tq0GiL1NVfIVdnU3VEjh9CxmHhKDizIzrZpwAl_ycocUxdjRzyM-mjPGC3VYzkRDrtHzYEMN3LnAFMNBJJAW7YnD-0XLZq6wFCw_wgCvd1EOdbNzZL7l_Jk29ZrF4SFO81rCpioKch1A4jFmBTs7t1tMMD7xQQeefhPNnh_O-4vOoRY8qLfKiGO-bQUZleVHCJPR-BSh-aJoR1SX8Zvx1ssiMXgEmPkm25g-j9X0rUyi9TdJZwpp53NBKd5odcBsfomlq_Xhpo-IcKMNIfnaqEZqE9RZSVRmADe0sj-uhkWvBugulZ68MopUY82BO6YCp3ArlAgdYjqrKBzCQmkZOEduKkrBIni9rYNyxucbtprpIGlBe1ZCDxJKf_7YZJXv58jRprbyzpgQBKbmbZiBK0FvOgUmiPLJrCVkp1a1oKMbBWUASAJ40cjQmmJFDCYLam2rigLFePl1D6gIswQXwCIsNw4sYFY5RDd-LcaND52bD&org=1&channel=ns-dk-o-w-s_344-tld_9,Engenheiro de Dados,Sênior,Analista de Dados especialista em Python,First Decision,"Python, SQL, MLOps, Git, Bash, Linux, Docker"
https://www.glassdoor.com.br/partner/jobListing.htm?pos=101&ao=1136043&s=344&guid=000001936cd0bd589f6e7110f1b16820&src=GD_JOB_VIEW&t=NS&vt=w&cs=1_44b4ae87&cb=1732697439709&jobListingId=1009542034918&jrtk=5-yul1-3-1idmd1fbpj0qd801,Engenheiro de Dados,Não Informado,Analista de Negócios (TI),Grupo Logos,SQL
https://apply.workable.com/quintoandar/j/395AF6984C/,Engenheiro de Dados,Não Informado,Grupo QuintoAndar | Especialista de Business Intelligence,Grupo QuintoAndar,"Power BI, Tableau, SQL"
https://jobs.quickin.io/paranabanco/jobs/6745c59ce35bc90013c192eb,Analista de Dados,Sênior,Analista de Negócios | Sênior | Retenção,Paraná Banco,"Power BI, Excel, SQL, ETL"
https://www.netvagas.com.br/empresa/anuncios/a1236630/analista-de-power-bi-pleno-senior/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Sênior,Analista de power bi - pleno/sênior,Netvagas,"Power BI, Linguagem R, Python, SQL, ETL, Machine Learning"
https://goldencloudtech.vagas.solides.com.br/vaga/517430?origem=indeed,Analista de Dados,Pleno,Analista Desenvolvedor Pleno,GOLDEN TECHNOLOGIA LTDA,"GCP, Git, Docker, MySQL"
https://grupoemefarma.gupy.io/job/eyJqb2JJZCI6ODE4OTE3Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Sênior,Analista de Inteligência de Mercado (Sênior),Grupo Emefarma,"Power BI, Excel"
https://cyrelaconstrutora.pandape.infojobs.com.br/Detail/1677818?ov=5&xtor=AL-366332663&source=Indeed&utm_source=indeed&utm_medium=referral&utm_campaign=feed&utm_term=organic&utm_content=ats,Engenheiro de Dados,Júnior,Analista Administrativo Jr. | São Paulo,Cyrela Construtora,"Power BI, Excel"
https://br.indeed.com/job/analista-de-bi-8178c3747577f111?xpse=SoDM67I352SB0lSY6R0LbzkdCdPP&xfps=50ac558e-3ea8-4749-8c00-ff1ab838b7dc,Analista de Dados,Não Informado,Analista de BI,Directiva RH,"Power BI, Excel"
https://www.netvagas.com.br/empresa/anuncios/a1235395/pessoa-analista-de-dados/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Não Informado,Pessoa analista de dados,Netvagas,"Power BI, Linguagem R, Python, SQL"
https://www.netvagas.com.br/empresa/anuncios/a708116/analista-de-analytics/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Não Informado,Analista de analytics,Netvagas,"Python, SQL"
https://www.netvagas.com.br/empresa/anuncios/a848786/cientista-de-dados-senior/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Sênior,Cientista de dados sênior,Netvagas,"Power BI, Tableau, Linguagem R, Python, SQL, ETL, Machine Learning, Deep Learning, Databricks, Spark, Hadoop"
https://vericode.gupy.io/job/eyJqb2JJZCI6ODE5Mzc4OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Engenheiro de Dados,Sênior,Analista de Sustentação SR,Vericode Tecnologia,"AWS, Bash, Linux, Docker"
https://jobs.quickin.io/registradores/jobs/67462945d0a01f0013a54b1c,Engenheiro de Dados,Sênior,Analista de Banco de Dados Sr.,ONR,"SQL, AWS, GCP, SQL Server, Azure, Oracle, MySQL, MongoDB"
https://br.indeed.com/job/analista-de-crm-9fb3b3159db73ff6?xpse=SoCd67I352ScpKSXJ50LbzkdCdPP&xfps=1897013e-3815-4891-ba42-fdaf999688b5,Analista de Dados,Não Informado,Analista de CRM,Meu Chapa,"Power BI, Tableau, Excel, SQL"
https://almaviva.pandape.infojobs.com.br/Detail/1676881?ov=5&xtor=AL-366332663&source=Indeed&utm_source=indeed&utm_medium=referral&utm_campaign=feed&utm_term=organic&utm_content=ats,Analista de Dados,Júnior,ANALISTA DESENVOLVIMENTO SISTEMAS JR,AlmavivA,"Python, SQL"
https://mobibanco.vagas.solides.com.br/vaga/517169?origem=indeed,Analista de Dados,Sênior,ANALISTA CRÉDITO & COBRANÇA III,MOBINOVA SECURITIZADORA S/A,Excel
https://vagasache.gupy.io/job/eyJqb2JJZCI6ODE5NDg4Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Júnior,Analista de Controle de Qualidade Júnior (Foco em análise de matéria-prima),Aché Laboratórios Farmacêuticos,ETL
https://digitalcomm.gupy.io/job/eyJqb2JJZCI6ODEyOTI2NSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Não Informado,Analista de Suporte,digitalComm,"SQL, ETL"
https://br.indeed.com/job/analista-de-informa%C3%A7%C3%B5es-gerenciais-junior-mis-a43a3f49d7f70223?xpse=SoAQ67I352SXdRSWmh0LbzkdCdPP&xfps=77ef0023-023b-443c-879a-0d8c8c081c06,Engenheiro de Dados,Júnior,Analista de informações Gerenciais Junior (MIS),Schulze Advogados Associados,"Power BI, Excel, SQL"
