"vaga_id","link_site","link_origem","data_publicacao","data_coleta","link_origem","posicao","senioridade","titulo_vaga","nome_empresa","requisitos"
4695,"https://www.glassdoor.com.br/job-listing/analista-de-infraestrutura-sênior-suporte-e-produção-de-ti-ligga-JV_IC2387909_KO0,58_KE59,64.htm?jl=1009555367220",https://liggatelecom.gupy.io/job/eyJqb2JJZCI6Nzk5NTU0Miwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,"2024-12-05","2024-12-06",https://liggatelecom.gupy.io/job/eyJqb2JJZCI6Nzk5NTU0Miwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Engenheiro de Dados,Sênior,Analista de Infraestrutura Sênior | Suporte e Produção de TI,LIGGA,"Python, AWS, MLOps, GCP, Git, Azure, Bash, Linux, ElasticSearch, Openshift"
4696,"https://www.glassdoor.com.br/job-listing/analista-de-departamento-pessoal-sênior-track-field-são-paulo-a-seleção-já-está-rolando-na-track-field-vem-com-a-gente-JV_IC2479061_KO0,61_KE62,118.htm?jl=1009555412622",https://tfcarreira.gupy.io/job/eyJqb2JJZCI6ODI1MjMzMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,"2024-12-05","2024-12-06",https://tfcarreira.gupy.io/job/eyJqb2JJZCI6ODI1MjMzMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Sênior,Analista de Departamento Pessoal Sênior | TRACK&FIELD | São Paulo,A seleção já está rolando na Track&Field! Vem com a gente?,Excel
4697,"https://www.glassdoor.com.br/job-listing/analista-de-comércio-exterior-cotia-oemprego-vagas-brasil-JV_IC2474638_KO0,35_KE36,57.htm?jl=1009555236008",https://www.oemprego.com.br/vaga-de-emprego/1374914-analista-de-comercio-exterior-cotia,"2024-12-05","2024-12-06",https://www.oemprego.com.br/vaga-de-emprego/1374914-analista-de-comercio-exterior-cotia,Analista de Dados,Não Informado,ANALISTA DE COMÉRCIO EXTERIOR - COTIA,OEmprego - Vagas Brasil,Excel
4698,"https://www.glassdoor.com.br/job-listing/estágio-em-implantação-e-suporte-lode-we-love-code-vehlor-estágios-JV_IC2389177_KO0,50_KE51,66.htm?jl=1009554982479",https://empregos.maringa.com/vaga-emprego/408770/estagio-em-implantacao-e-suporte-lode-we-love-code/maringa/pr,"2024-12-05","2024-12-06",https://empregos.maringa.com/vaga-emprego/408770/estagio-em-implantacao-e-suporte-lode-we-love-code/maringa/pr,Analista de Dados,Júnior,Estágio em Implantação e Suporte | Lode - We Love Code,Vehlor Estágios,"ETL, Linux"
4699,"https://www.glassdoor.com.br/job-listing/analista-de-logística-pcp-ii-cd-cabreúva-netvagas-JV_IC2489874_KO0,40_KE41,49.htm?jl=1009555221438",https://www.netvagas.com.br/empresa/anuncios/a1211592/analista-de-logistica-pcp-ii-cd-cabreuva/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1211592/analista-de-logistica-pcp-ii-cd-cabreuva/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Pleno,Analista de logística - pcp ii | cd cabreúva,Netvagas,"Power BI, Excel, SQL, Machine Learning"
4700,"https://www.glassdoor.com.br/job-listing/analista-desenvolvedor-net-pleno-netvagas-JV_IC2457828_KO0,32_KE33,41.htm?jl=1009555223966",https://www.netvagas.com.br/empresa/anuncios/a1207671/analista-desenvolvedor-net-pleno/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1207671/analista-desenvolvedor-net-pleno/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Pleno,Analista desenvolvedor .net pleno,Netvagas,"SQL, MLOps, SQL Server, Azure"
4701,"https://www.glassdoor.com.br/job-listing/analista-suporte-ti-são-josé-do-rio-preto-sp-1-netvagas-JV_IC2474002_KO0,46_KE47,55.htm?jl=1009555223542",https://www.netvagas.com.br/empresa/anuncios/a876741/analista-suporte-t-i-sao-jose-do-rio-preto-sp-1/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a876741/analista-suporte-t-i-sao-jose-do-rio-preto-sp-1/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Júnior,Analista suporte t.i - são josé do rio preto/sp (1),Netvagas,"Excel, Oracle"
4702,"https://www.glassdoor.com.br/job-listing/analista-contábil-pleno-ic-transportes-JV_IC2474031_KO0,23_KE24,38.htm?jl=1009555737521",https://ictransportes.gupy.io/job/eyJqb2JJZCI6ODI1MzY3MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,"2024-12-06","2024-12-06",https://ictransportes.gupy.io/job/eyJqb2JJZCI6ODI1MzY3MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Pleno,Analista Contábil Pleno,IC Transportes,Excel
4703,"https://www.glassdoor.com.br/job-listing/analista-de-planejamento-e-performance-sr-netvagas-JV_IC2479061_KO0,41_KE42,50.htm?jl=1009555221012",https://www.netvagas.com.br/empresa/anuncios/a1210896/analista-de-planejamento-e-performance-sr/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1210896/analista-de-planejamento-e-performance-sr/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Sênior,Analista de planejamento e performance sr,Netvagas,Excel
4704,"https://www.glassdoor.com.br/job-listing/tech-lead-sustenção-projetos-ingram-micro-JV_IC2464198_KO0,28_KE29,41.htm?jl=1009555412255",https://brlink.gupy.io/job/eyJqb2JJZCI6ODI1MDUxMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,"2024-12-05","2024-12-06",https://brlink.gupy.io/job/eyJqb2JJZCI6ODI1MDUxMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Sênior,Tech Lead (sustenção/projetos),Ingram Micro,"Python, AWS, MLOps, Git, Bash, Linux, Docker, ElasticSearch"
4705,"https://www.glassdoor.com.br/job-listing/analista-de-e-mail-marketing-pleno-netvagas-JV_IC2407423_KO0,34_KE35,43.htm?jl=1009555221654",https://www.netvagas.com.br/empresa/anuncios/a1212392/analista-de-e-mail-marketing-pleno/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1212392/analista-de-e-mail-marketing-pleno/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Pleno,Analista de e-mail marketing pleno,Netvagas,Excel
4706,"https://www.glassdoor.com.br/job-listing/analista-de-mercado-sênior-planejamento-de-receita-e-orçamento-netvagas-JV_IC2479061_KO0,62_KE63,71.htm?jl=1009555224667",https://www.netvagas.com.br/empresa/anuncios/a1249104/analista-de-mercado-senior-planejamento-de-receita-e-orcamento/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1249104/analista-de-mercado-senior-planejamento-de-receita-e-orcamento/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Sênior,Analista de mercado sênior - planejamento de receita e orçamento,Netvagas,Machine Learning
4707,"https://www.glassdoor.com.br/job-listing/analista-contábil-sênior-hibrído-salário-de-r-3-700-a-r-4-000-tatuapé-netvagas-JV_IC2479061_KO0,69_KE70,78.htm?jl=1009555219542",https://www.netvagas.com.br/empresa/anuncios/a1080019/analista-contabil-senior-hibrido-salario-de-r-3-700-a-r-4-000-tatuape/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1080019/analista-contabil-senior-hibrido-salario-de-r-3-700-a-r-4-000-tatuape/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Sênior,Analista contábil sênior - hibrído - salário de r$ 3.700 a r$ 4.000 - tatuapé,Netvagas,Excel
4708,"https://www.glassdoor.com.br/job-listing/analista-de-cargos-e-salários-jr-netvagas-JV_IC2475496_KO0,32_KE33,41.htm?jl=1009555224766",https://www.netvagas.com.br/empresa/anuncios/a1249246/analista-de-cargos-e-salarios-jr/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1249246/analista-de-cargos-e-salarios-jr/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Júnior,Analista de cargos e salários jr,Netvagas,"Power BI, Excel"
4709,"https://www.glassdoor.com.br/job-listing/analista-de-inbound-marketing-netvagas-JV_IC2371031_KO0,29_KE30,38.htm?jl=1009555223933",https://www.netvagas.com.br/empresa/anuncios/a1248433/analista-de-inbound-marketing/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1248433/analista-de-inbound-marketing/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Não Informado,Analista de inbound marketing,Netvagas,ETL
4710,"https://www.glassdoor.com.br/job-listing/analista-sênior-de-loyalty-e-performance-netvagas-JV_IC2464198_KO0,40_KE41,49.htm?jl=1009555224013",https://www.netvagas.com.br/empresa/anuncios/a1233191/analista-senior-de-loyalty-e-performance/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1233191/analista-senior-de-loyalty-e-performance/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Sênior,Analista sênior de loyalty e performance,Netvagas,SQL
4711,"https://www.glassdoor.com.br/job-listing/analista-de-suporte-técnico-netvagas-JV_IC2477447_KO0,27_KE28,36.htm?jl=1009555224700",https://www.netvagas.com.br/empresa/anuncios/a1248858/analista-de-suporte-tecnico/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1248858/analista-de-suporte-tecnico/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Não Informado,Analista de Suporte Técnico,Netvagas,"AWS, Azure, Linux"
4712,"https://www.glassdoor.com.br/job-listing/analista-contábil-fiscal-iii-alldax-grupo-3-sa-JV_IC2494161_KO0,28_KE29,46.htm?jl=1009554866307",https://www.empregare.com/pt-br/vaga-analista-contabil-fiscal-iii_97051?source=indeedglassdoor,"2024-12-05","2024-12-06",https://www.empregare.com/pt-br/vaga-analista-contabil-fiscal-iii_97051?source=indeedglassdoor,Analista de Dados,Sênior,Analista Contábil Fiscal III,Alldax - Grupo 3/SA,"Power BI, Excel"
4713,"https://www.glassdoor.com.br/job-listing/analista-planejamento-comercial-senior-exclusiva-para-pessoa-com-deficiência-sede-vivo-eco-berrini-sp-vivo-diversidade-JV_IC2479061_KO0,101_KE102,118.htm?jl=1009556172080",https://vivodiversidade.gupy.io/job/eyJqb2JJZCI6ODI1NTA1MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,"2024-12-06","2024-12-06",https://vivodiversidade.gupy.io/job/eyJqb2JJZCI6ODI1NTA1MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Sênior,Analista Planejamento Comercial Senior | Exclusiva para Pessoa com Deficiência - Sede Vivo Eco Berrini/SP,Vivo Diversidade,"Power BI, Excel, SQL, ETL, Power Point"
4714,"https://www.glassdoor.com.br/job-listing/analista-de-administração-pessoal-netvagas-JV_IC2479061_KO0,33_KE34,42.htm?jl=1009555224628",https://www.netvagas.com.br/empresa/anuncios/a1249095/analista-de-administracao-pessoal/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1249095/analista-de-administracao-pessoal/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Sênior,Analista de administração pessoal,Netvagas,Excel
4715,"https://www.glassdoor.com.br/job-listing/analista-de-planejamento-sênior-viveo-4-netvagas-JV_IC2479061_KO0,39_KE40,48.htm?jl=1009555221502",https://www.netvagas.com.br/empresa/anuncios/a1211707/analista-de-planejamento-senior-viveo-4/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1211707/analista-de-planejamento-senior-viveo-4/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Sênior,Analista de planejamento sênior | viveo (4),Netvagas,Excel
4716,"https://www.glassdoor.com.br/job-listing/it-procurement-sr-analyst-netvagas-JV_KO0,25_KE26,34.htm?jl=1009555225080",https://www.netvagas.com.br/empresa/anuncios/a1249381/it-procurement-sr-analyst/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1249381/it-procurement-sr-analyst/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Sênior,It procurement sr analyst,Netvagas,"Power BI, Tableau, Excel"
4717,"https://www.glassdoor.com.br/job-listing/analista-supply-finance-jr-csc-jaguariúna-sp-netvagas-JV_IC2480063_KO0,44_KE45,53.htm?jl=1009555220332",https://www.netvagas.com.br/empresa/anuncios/a1168639/analista-supply-finance-jr-csc-jaguariuna-sp/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1168639/analista-supply-finance-jr-csc-jaguariuna-sp/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Júnior,Analista supply finance jr. (csc jaguariúna/sp),Netvagas,Power BI
4718,"https://www.glassdoor.com.br/job-listing/analista-de-e-commerce-sênior-são-paulo-sp-netvagas-JV_IC2479061_KO0,42_KE43,51.htm?jl=1009555221198",https://www.netvagas.com.br/empresa/anuncios/a1211263/analista-de-e-commerce-senior-sao-paulo-sp/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1211263/analista-de-e-commerce-senior-sao-paulo-sp/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Sênior,Analista de e-commerce sênior (são paulo-sp),Netvagas,Power BI
4719,"https://www.glassdoor.com.br/job-listing/analista-de-produto-pl-netvagas-JV_IC2494161_KO0,22_KE23,31.htm?jl=1009555220589",https://www.netvagas.com.br/empresa/anuncios/a298164/analista-de-produto-pl/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a298164/analista-de-produto-pl/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Pleno,Analista de produto pl,Netvagas,Excel
4720,"https://www.glassdoor.com.br/job-listing/analista-de-logística-sr-belo-horizonte-mg-netvagas-JV_IC2514646_KO0,42_KE43,51.htm?jl=1009555224675",https://www.netvagas.com.br/empresa/anuncios/a1249049/analista-de-logistica-sr-belo-horizonte-mg/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1249049/analista-de-logistica-sr-belo-horizonte-mg/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Sênior,Analista de logística sr | belo horizonte/mg,Netvagas,"Power BI, Excel"
4721,"https://www.glassdoor.com.br/job-listing/desenvolvedor-asp-e-net-qintess-JV_IC2494161_KO0,23_KE24,31.htm?jl=1009556168978",https://jobs.quickin.io/qintess/jobs/6752ed00d2c2a5001335b404,"2024-12-06","2024-12-06",https://jobs.quickin.io/qintess/jobs/6752ed00d2c2a5001335b404,Analista de Dados,Pleno,Desenvolvedor ASP e .NET,Qintess,"SQL, AWS, MLOps, Git, SQL Server, Azure, Docker"
4722,"https://www.glassdoor.com.br/job-listing/estagiário-de-recursos-humanos-netafim-brasil-JV_IC2475496_KO0,30_KE31,45.htm?jl=1009556171816",https://netafim-brasil.gupy.io/job/eyJqb2JJZCI6ODI1NDM4OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,"2024-12-06","2024-12-06",https://netafim-brasil.gupy.io/job/eyJqb2JJZCI6ODI1NDM4OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Sênior,Estagiário de Recursos Humanos,Netafim Brasil,Excel
4723,"https://www.glassdoor.com.br/job-listing/analista-de-infraestrutura-cloud-sr-netvagas-JV_IC2479061_KO0,35_KE36,44.htm?jl=1009555220806",https://www.netvagas.com.br/empresa/anuncios/a1210443/analista-de-infraestrutura-cloud-sr/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1210443/analista-de-infraestrutura-cloud-sr/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Sênior,Analista de infraestrutura cloud sr,Netvagas,"Power BI, Excel, Python, SQL, AWS, GCP, Azure"
4724,"https://www.glassdoor.com.br/job-listing/analista-de-marketing-sênior-netvagas-JV_IC2490130_KO0,28_KE29,37.htm?jl=1009555220840",https://www.netvagas.com.br/empresa/anuncios/a1004666/analista-de-marketing-senior/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1004666/analista-de-marketing-senior/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Sênior,Analista de marketing sênior,Netvagas,"Excel, ETL"
4725,"https://www.glassdoor.com.br/job-listing/analista-de-sistemas-sr-netvagas-JV_IC2464105_KO0,23_KE24,32.htm?jl=1009555224072",https://www.netvagas.com.br/empresa/anuncios/a1248429/analista-de-sistemas-sr/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1248429/analista-de-sistemas-sr/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Sênior,Analista de sistemas sr,Netvagas,"SQL, MLOps, Git, Github, SQL Server, Azure, MongoDB"
4726,"https://www.glassdoor.com.br/job-listing/analista-de-marketing-sr-categorias-produtos-netvagas-JV_IC2479061_KO0,44_KE45,53.htm?jl=1009555223632",https://www.netvagas.com.br/empresa/anuncios/a919294/analista-de-marketing-sr-categorias-produtos/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a919294/analista-de-marketing-sr-categorias-produtos/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Sênior,Analista de marketing sr (categorias/produtos),Netvagas,ETL
4727,"https://www.glassdoor.com.br/job-listing/analista-engenharia-pl-cam-hangar-netvagas-JV_IC2490130_KO0,33_KE34,42.htm?jl=1009555223769",https://www.netvagas.com.br/empresa/anuncios/a1137558/analista-engenharia-pl-cam-hangar/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1137558/analista-engenharia-pl-cam-hangar/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Pleno,Analista engenharia pl - cam - hangar,Netvagas,"Python, SQL, ETL"
4728,"https://www.glassdoor.com.br/job-listing/analista-de-logística-são-paulo-netvagas-JV_IC2481134_KO0,31_KE32,40.htm?jl=1009555219827",https://www.netvagas.com.br/empresa/anuncios/a434907/analista-de-logistica-sao-paulo/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a434907/analista-de-logistica-sao-paulo/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Não Informado,Analista de logística - são paulo,Netvagas,"Power BI, Excel"
4729,"https://www.glassdoor.com.br/job-listing/pessoa-desenvolvedora-backend-java-kotlin-analista-iii-e-commerce-vaga-afirmativa-para-talentos-diversos-netvagas-JV_KO0,104_KE105,113.htm?jl=1009555221193",https://www.netvagas.com.br/empresa/anuncios/a1211255/pessoa-desenvolvedora-backend-java-kotlin-analista-iii-e-commerce-vaga-afirmativa-para-talentos-diversos/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1211255/pessoa-desenvolvedora-backend-java-kotlin-analista-iii-e-commerce-vaga-afirmativa-para-talentos-diversos/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Sênior,Pessoa desenvolvedora backend java/kotlin analista iii (e-commerce) - vaga afirmativa para talentos diversos,Netvagas,"AWS, MLOps, GCP, Github, Docker, MongoDB"
4730,"https://www.glassdoor.com.br/job-listing/analista-logistica-florestal-jr-afirmativa-para-pessoas-com-deficiência-netvagas-JV_IC2486261_KO0,71_KE72,80.htm?jl=1009555224079",https://www.netvagas.com.br/empresa/anuncios/a1248525/analista-logistica-florestal-jr-afirmativa-para-pessoas-com-deficiencia/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1248525/analista-logistica-florestal-jr-afirmativa-para-pessoas-com-deficiencia/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Júnior,Analista logistica florestal jr - afirmativa para pessoas com deficiência,Netvagas,Power BI
4731,"https://www.glassdoor.com.br/job-listing/analista-financeiro-netvagas-JV_IC2514646_KO0,19_KE20,28.htm?jl=1009555223371",https://www.netvagas.com.br/empresa/anuncios/a428676/analista-financeiro/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a428676/analista-financeiro/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Não Informado,Analista Financeiro,Netvagas,Excel
4732,"https://www.glassdoor.com.br/job-listing/analista-financeiro-jr-netvagas-JV_IC2514646_KO0,22_KE23,31.htm?jl=1009555220004",https://www.netvagas.com.br/empresa/anuncios/a1132028/analista-financeiro-jr/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1132028/analista-financeiro-jr/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Júnior,Analista financeiro - jr,Netvagas,Excel
4733,"https://www.glassdoor.com.br/job-listing/técnica-ou-técnico-de-laboratório-sênior-serra-do-salitre-mg-eurochem-JV_IC2452712_KO0,60_KE61,69.htm?jl=1009556168147",https://carreiras.gupy.io/job/eyJqb2JJZCI6ODI0MDEzNywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,"2024-12-06","2024-12-06",https://carreiras.gupy.io/job/eyJqb2JJZCI6ODI0MDEzNywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Analista de Dados,Sênior,Técnica ou Técnico de Laboratório Sênior - Serra do Salitre/MG,EuroChem,Excel
4734,"https://www.glassdoor.com.br/job-listing/analista-de-compras-sênior-netvagas-JV_IC2480058_KO0,26_KE27,35.htm?jl=1009555221331",https://www.netvagas.com.br/empresa/anuncios/a1211067/analista-de-compras-senior/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1211067/analista-de-compras-senior/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Sênior,Analista de compras sênior,Netvagas,Excel
4735,"https://www.glassdoor.com.br/job-listing/analista-operações-logísticas-sr-netvagas-JV_IC2480077_KO0,32_KE33,41.htm?jl=1009555224048",https://www.netvagas.com.br/empresa/anuncios/a1248527/analista-operacoes-logisticas-sr/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1248527/analista-operacoes-logisticas-sr/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Sênior,Analista operações logísticas sr,Netvagas,"Power BI, Excel"
4736,"https://www.glassdoor.com.br/job-listing/analista-comercial-netvagas-JV_IC2479061_KO0,18_KE19,27.htm?jl=1009555221179",https://www.netvagas.com.br/empresa/anuncios/a1211218/analista-comercial/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a1211218/analista-comercial/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Engenheiro de Dados,Não Informado,Analista Comercial,Netvagas,Excel
4737,"https://www.glassdoor.com.br/job-listing/analista-de-contabilidade-junior-banco-bari-netvagas-JV_IC2387909_KO0,43_KE44,52.htm?jl=1009555223490",https://www.netvagas.com.br/empresa/anuncios/a720655/analista-de-contabilidade-junior-banco-bari/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a720655/analista-de-contabilidade-junior-banco-bari/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Júnior,Analista de contabilidade junior - banco bari,Netvagas,"Excel, ETL"
4738,"https://www.glassdoor.com.br/job-listing/analista-de-marketing-netvagas-JV_IC2398468_KO0,21_KE22,30.htm?jl=1009555220179",https://www.netvagas.com.br/empresa/anuncios/a538096/analista-de-marketing/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,"2024-12-05","2024-12-06",https://www.netvagas.com.br/empresa/anuncios/a538096/analista-de-marketing/?utm_id=indeed&utm_campaign=indeed&utm_source=indeed&utm_medium=referral,Analista de Dados,Não Informado,Analista de Marketing,Netvagas,ETL
